id,gap,magnitude,significance,depth,distance,latitude,longitude,name,hour
ak13818640,201.5999839,1.2,22,12.9,0.01976294,54.1744,-166.0592,Alaska,13
ak13839935,291.5999767,1.2,22,22,0,51.3639,-176.2909,Alaska,20
ak13818867,0,1.2,22,3.5,0,63.2146,-151.3176,Alaska,23
nn00553800,175.37,1.2,22,9,0.042,40.6654,-119.4685,Nevada,1
nn00553806,78.2,1.2,22,4,0.258,38.8429,-118.3397,Nevada,3
ak13839962,248.3999801,1.2,22,119.9,0,63.201,-150.3519,Alaska,4
ak13819038,0,1.2,22,14.1,0,60.7232,-147.4084,Alaska,7
ak13839991,93.59999251,1.2,22,2.4,0,69.1248,-144.7244,Alaska,12
nn00553834,84.98,1.2,22,7.7,0.046,38.4717,-118.3724,Nevada,13
ak13839996,0,1.2,22,150.5,0,63.4217,-150.1358,Alaska,14
ak13840001,0,1.2,22,3.1,0,63.9224,-154.3509,Alaska,15
ak13819486,0,1.2,22,112.3,0,63.9492,-148.8093,Alaska,16
ak13840009,0,1.2,22,112.9,0,62.9117,-151.2382,Alaska,17
ak13819719,0,1.2,22,0.5,0,64.9796,-147.3448,Alaska,19
ak13820120,89.9999928,1.2,22,3.2,0,69.1613,-144.7409,Alaska,3
ak13820529,79.19999366,1.2,22,72,0,63.2366,-149.1528,Alaska,8
ak13837628,50.39999597,1.2,22,110.4,0,63.272,-150.5954,Alaska,9
ak13822429,154.7999876,1.2,22,0,0,60.1923,-141.3573,Alaska,2
ak13823341,133.1999893,1.2,22,0,0,61.077,-148.266,Alaska,8
ak13823542,53.99999568,1.2,22,16.4,0,61.0412,-146.3667,Alaska,10
ak13839855,100.7999919,1.2,22,83.7,0,59.7862,-152.6789,Alaska,13
ak13839859,71.99999424,1.2,22,49.3,0,61.8732,-149.9418,Alaska,13
ak13823860,140.3999888,1.2,22,0,0,60.1736,-141.3695,Alaska,14
ci37645288,108,1.2,22,13.01,0.01732,34.7893333,-118.9571667,California,18
ak13840288,79.19999366,1.2,22,75.3,0,60.4456,-152.22,Alaska,21
nc72669175,111,1.2,22,1.61,0.004723,38.8048333,-122.8323333,California,21
ak13840325,115.1999908,1.2,22,7.9,0,61.0605,-148.1686,Alaska,5
ak13840326,82.79999338,1.2,22,10.8,0,63.9473,-152.9813,Alaska,5
ak13827179,57.59999539,1.2,22,108.3,0,62.9376,-150.9669,Alaska,9
ci37645856,38,1.2,22,8.88,0.06687,34.0353333,-116.3205,California,12
ak13828260,169.1999865,1.2,22,3.8,0,53.8407,-166.6051,Alaska,15
ak13844691,68.39999453,1.2,22,85.5,0,62.6459,-151.2347,Alaska,3
ak13829118,53.99999568,1.2,22,107.8,0,63.149,-150.4609,Alaska,4
ak13844703,118.7999905,1.2,22,13.9,0,60.2876,-147.9073,Alaska,5
ak13829138,82.79999338,1.2,22,1.3,0,61.2988,-152.423,Alaska,6
ak13829210,64.79999482,1.2,22,39.7,0,61.7505,-149.6259,Alaska,8
ak13844744,68.39999453,1.2,22,7.5,0,60.159,-139.5459,Alaska,12
ak13829343,93.59999251,1.2,22,5.1,0,63.5621,-150.7797,Alaska,13
ak13844766,79.19999366,1.2,22,52,0,61.5468,-150.5485,Alaska,17
ak13829432,57.59999539,1.2,22,80.8,0,62.9558,-149.4496,Alaska,19
ak13829523,0,1.2,22,37.1,0,61.701,-149.8222,Alaska,23
ak13829532,0,1.2,22,67.4,0,62.4511,-150.5962,Alaska,0
ak13829533,0,1.2,22,11.3,0,64.7092,-147.4995,Alaska,0
nn00554559,237.16,1.2,22,12.1,0.064,40.1354,-120.2159,California,1
ak13829579,0,1.2,22,18,0,60.5546,-146.1277,Alaska,1
ak13829646,0,1.2,22,125.3,0,63.2596,-150.7429,Alaska,2
ak13829744,0,1.2,22,115.9,0,63.1559,-150.6281,Alaska,4
ak13830334,0,1.2,22,19.2,0,61.256,-146.915,Alaska,14
ak13830396,0,1.2,22,62.1,0,60.1011,-151.3949,Alaska,14
ak13841780,0,1.2,22,116.3,0,63.1373,-150.5357,Alaska,15
ak13830536,0,1.2,22,13,0,63.5307,-150.6719,Alaska,16
ak13830539,0,1.2,22,75,0,62.8733,-149.5232,Alaska,16
ak13830544,0,1.2,22,89,0,63.0805,-149.6725,Alaska,17
nn00554740,235.86,1.2,22,11.7,0.063,40.1339,-120.2169,California,22
ak13831136,107.9999914,1.2,22,180,0.09791637,63.4045,-150.0943,Alaska,2
nn00554771,71.74,1.2,22,8.3,0.193,38.2596,-118.7504,Nevada,7
nn00554772,240.24,1.2,22,11.4,0.062,40.1376,-120.2205,California,8
nc72670900,39,1.2,22,5.57,0.02878,36.773,-121.3856667,California,9
ak13832440,0,1.2,22,5.2,0,64.1148,-153.5993,Alaska,21
ak13846744,133.1999893,1.2,22,65,0,59.6407,-152.3835,Alaska,22
nc72671120,156,1.2,22,6.57,0.3213,40.2445,-121.0528333,California,23
ak13832659,86.39999309,1.2,22,53.6,0,59.8393,-151.0772,Alaska,0
ak13846763,79.19999366,1.2,22,1.4,0,61.0326,-150.5982,Alaska,2
ak13846764,50.39999597,1.2,22,104.7,0,62.8703,-150.9994,Alaska,2
nn00555008,93.01,1.2,22,11.3,0.192,38.2537,-118.7494,Nevada,3
ak13846767,284.3999772,1.2,22,19.5,0,51.4038,-176.2287,Alaska,3
ak13846774,82.79999338,1.2,22,112.8,0,62.9707,-150.7162,Alaska,5
nc72671240,43,1.2,22,2.51,0.01112,38.8345,-122.809,California,8
ak13846795,46.79999626,1.2,22,116.1,0,63.238,-150.4714,Alaska,11
ak13847366,93.59999251,1.2,22,32.8,0,61.4048,-147.1344,Alaska,22
nn00555102,82.13,1.2,22,9.4,0.183,38.2642,-118.7368,Nevada,4
nn00555168,82.3,1.2,22,10.5,0.181,38.2695,-118.7335,Nevada,16
ak13847427,298.7999761,1.2,22,32.7,0,51.5338,-176.022,Alaska,17
ak13835519,86.39999309,1.2,22,12.4,0,63.543,-148.0646,Alaska,19
ak13859151,100.7999919,1.2,22,4.2,0,60.3274,-140.0669,Alaska,21
ak13859153,64.79999482,1.2,22,88.5,0,62.1438,-151.7438,Alaska,21
ak13859154,133.1999893,1.2,22,64.6,0,60.0029,-151.8227,Alaska,21
ak13835841,0,1.2,22,18,0,64.5767,-148.9165,Alaska,22
ak13859174,143.9999885,1.2,22,4,0,61.2051,-140.6621,Alaska,2
ak13836023,100.7999919,1.2,22,41,0,61.5421,-147.2439,Alaska,2
ak13859188,104.3999916,1.2,22,112.4,0,63.0137,-150.7221,Alaska,5
ak13859192,46.79999626,1.2,22,119.2,0,63.2621,-150.4669,Alaska,5
ak13859197,205.1999836,1.2,22,13.4,0,53.4459,-167.2504,Alaska,7
nn00555239,134.92,1.2,22,0,0.441,37.6262,-116.8005,Nevada,7
nn00555242,164.08,1.2,22,17,0.444,37.6278,-116.8052,Nevada,9
ak13859216,50.39999597,1.2,22,79.3,0,62.3352,-151.2374,Alaska,11
ak13859217,50.39999597,1.2,22,94.4,0,62.8231,-151.4364,Alaska,11
ak13837325,82.79999338,1.2,22,46.7,0,62.3038,-148.9091,Alaska,18
ak13859262,284.3999772,1.2,22,45.8,0,51.4879,-176.1378,Alaska,19
nn00555456,89.26,1.2,22,16.5,0.461,37.6378,-116.8222,Nevada,23
nn00555508,218.01,1.2,22,7.8,0.154,41.8976,-119.6002,Oregon,2
ak13837916,0,1.2,22,15,0,64.6977,-150.1812,Alaska,5
nc72672450,95,1.2,22,7.29,0.04397,37.5676667,-119.0121667,California,10
ak13839182,0,1.2,22,5,0,63.1939,-151.3293,Alaska,17
ak13839197,125.9999899,1.2,22,5,0.1670866,64.9546,-147.3372,Alaska,19
nn00555543,249.69,1.2,22,16.4,0.449,37.639,-116.7984,Nevada,19
ak13839210,100.7999919,1.2,22,5,0.3395632,65.4196,-144.7398,Alaska,20
ak13839251,104.3999916,1.2,22,5,0,63.5479,-150.7848,Alaska,23
ak13839254,125.9999899,1.2,22,15,0.09072984,62.35,-150.1076,Alaska,0
ak13839317,223.1999821,1.2,22,5,0.3395632,65.4196,-144.7398,Alaska,3
ak13839353,93.59999251,1.2,22,100,0.1850529,59.1503,-153.4851,Alaska,5
ci37381405,164,1.2,22,6.46,0.02799,37.2225,-117.6133333,California,10
nn00555608,138.37,1.2,22,7.7,0.024,37.2258,-117.6168,California,11
ci37441247,116,1.2,22,-1.43,0.0515,34.3438333,-116.8895,California,15
ak13839921,0,1.2,22,5,0,65.0045,-147.3303,Alaska,19
ak13840027,0,1.2,22,69.2,0,60.1555,-151.9671,Alaska,20
ak13840063,0,1.2,22,133.2,0,63.2174,-150.7422,Alaska,21
ak13875603,79.19999366,1.2,22,123.1,0,63.2237,-150.7109,Alaska,23
ak13840081,0,1.2,22,13.8,0,61.3785,-154.0609,Alaska,0
ak13840091,0,1.2,22,6.8,0,60.3756,-143.12,Alaska,1
ak13875630,57.59999539,1.2,22,104,0,59.8088,-152.9813,Alaska,3
ak13840155,0,1.2,22,104.9,0,63.3968,-149.6182,Alaska,4
ak13875678,82.79999338,1.2,22,44.1,0,60.5329,-150.6201,Alaska,13
ak13840546,0,1.2,22,0.3,0,67.2056,-153.2863,Alaska,15
ak13840558,0,1.2,22,13.8,0,63.205,-151.4055,Alaska,16
ak13840561,0,1.2,22,11.8,0,62.0647,-141.1654,Alaska,16
nn00555793,119.02,1.2,22,15,0.085,36.1504,-115.4739,Nevada,18
ak13878447,115.1999908,1.2,22,114.6,0,63.095,-150.7816,Alaska,3
ak13840969,115.1999908,1.2,22,82.4,0,62.7573,-150.5742,Alaska,5
ak13841054,104.3999916,1.2,22,46.4,0,61.6092,-150.534,Alaska,7
nc72675996,81,1.2,22,5.65,0.0401,36.5576667,-121.0821667,California,8
nn00555970,157.68,1.2,22,6.7,0.114,42.0446,-119.6903,Oregon,12
ak13841652,0,1.2,22,3.8,0,66.577,-150.6133,Alaska,16
ak13879105,75.59999395,1.2,22,84.9,0,62.4969,-151.2532,Alaska,1
nn00556064,121.53,1.2,22,0,0.112,37.4119,-117.2585,Nevada,1
ak13841925,0,1.2,22,5.1,0,62.663,-151.4071,Alaska,7
ak13842051,0,1.2,22,11.6,0,68.8822,-146.7663,Alaska,12
ak13842059,0,1.2,22,9,0,63.288,-151.3852,Alaska,14
ak13842063,0,1.2,22,5.9,0,63.4508,-155.0776,Alaska,15
ak13842127,0,1.2,22,18.2,0,63.1506,-149.2433,Alaska,17
ak13842837,0,1.2,22,15,0,63.2949,-151.2227,Alaska,5
ak13843042,0,1.2,22,5,0,63.2449,-151.2206,Alaska,8
ci37144692,145,1.2,22,8.37,0.02242,32.783,-115.45,California,9
nn00556181,123.93,1.2,22,3.2,0.179,37.9973,-118.0825,California,13
ak13843542,0,1.2,22,5,0,67.5924,-149.4258,Alaska,13
ak13843794,0,1.2,22,35,0,61.5841,-147.8988,Alaska,15
ak13846492,0,1.2,22,10,0,66.296,-149.8805,Alaska,13
nn00556335,157.95,1.2,22,10.2,0.234,39.5625,-119.1499,Nevada,14
nn00556344,166.1,1.2,22,9.9,0.259,39.5796,-119.0949,Nevada,14
ak13846568,0,1.2,22,5,0,65.0074,-147.4484,Alaska,19
ak13846579,0,1.2,22,5,0,63.4428,-151.4524,Alaska,20
nn00557405,138.7,1.2,22,13.3,0.94,39.5679,-115.8352,Nevada,5
ak13846688,0,1.2,22,40,0,61.1,-149.9999,Alaska,9
nn00556419,62.9,1.2,22,2.8,0.02,37.0877,-116.1693,Nevada,11
ci37447679,93,1.2,22,5.38,0.03105,34.066,-118.1518333,California,14
ak13846846,0,1.2,22,5,0,65.8052,-145.6257,Alaska,14
nn00556541,210.54,1.2,22,5.8,0.096,41.9307,-119.6669,Oregon,22
ak13847104,0,1.2,22,10,0,63.395,-145.982,Alaska,3
ak13847106,0,1.2,22,5,0,68.5068,-147.1768,Alaska,3
ak13847154,0,1.2,22,20,0,62.2,-149.9999,Alaska,5
nc72678766,49,1.2,22,4.68,0.05125,35.4416667,-120.7258333,California,7
ak13847892,0,1.2,22,5,0,64.9546,-147.3372,Alaska,19
ak13848199,0,1.2,22,5,0,63.5793,-147.5298,Alaska,22
ak13848211,0,1.2,22,5,0,65.4196,-144.7398,Alaska,0
ci37449359,57,1.2,22,4.06,0.05069,34.0468333,-117.513,California,4
nn00556751,217.27,1.2,22,9.5,0.133,41.8968,-119.6321,Oregon,19
ak13851386,0,1.2,22,10,0,61.5438,-140.9707,Alaska,21
ak13851806,0,1.2,22,5,0,63.0929,-151.4351,Alaska,1
ak13852625,0,1.2,22,5,0,64.4687,-147.9835,Alaska,6
nn00556769,52.46,1.2,22,7.2,0.067,39.5172,-119.9221,Nevada,8
nc72680751,82,1.2,22,3.29,0.009571,38.8078333,-122.817,California,18
ak13856621,0,1.2,22,15,0,60.1832,-141.3356,Alaska,4
ak13856949,0,1.2,22,20,0,60.3451,-146.158,Alaska,5
ak13857653,0,1.2,22,35,0,61.3996,-149.6866,Alaska,7
ak13858006,0,1.2,22,20,0,62.2,-150.1071,Alaska,9
ak13859139,0,1.2,22,5,0,63.3939,-151.3384,Alaska,13
ak13861888,0,1.2,22,5,0,63.3939,-151.3384,Alaska,23
ak13861895,0,1.2,22,15,0,61.898,-149.2572,Alaska,23
nc72682656,64,1.2,22,1.41,0.01418,38.7718333,-122.7476667,California,21
nn00557135,177.06,1.2,22,0,0.6,38.9575,-115.5942,Nevada,23
uw61182797,148,1.2,22,13.87,0.1103,46.1696667,-121.907,Washington,4
nn00557197,219.74,1.2,22,7.4,0.143,41.8823,-119.628,Oregon,21
nn00557217,81.22,1.2,22,6.7,0.201,38.6566,-118.7982,Nevada,6
ak13873729,0,1.2,22,5,0,68.5004,-146.9045,Alaska,11
ak13874638,0,1.2,22,15,0,61.8422,-148.517,Alaska,14
ak13874641,0,1.2,22,5,0,63.368,-145.0922,Alaska,14
nn00557359,205.78,1.2,22,1,0.048,35.7121,-114.7948,Nevada,20
ak13877831,0,1.2,22,20,0,63.0996,-149.6686,Alaska,10
ak13878416,0,1.2,22,15,0,63.95,-149.9999,Alaska,20
ci37671448,62,1.2,22,3.2,0.005892,35.95,-117.6571667,California,10
ak13878720,0,1.2,22,8.4,0,62.2183,-141.5801,Alaska,12
ak13878888,0,1.2,22,5,0,63.0731,-143.9237,Alaska,18
nc72667591,43,1.19,22,1.66,0.009621,38.8225,-122.7768333,California,11
mb80163664,120,1.19,22,4.68,0.191,46.886,-112.5393333,Montana,20
nc72668621,119,1.19,22,1.07,0.05451,37.0255,-121.1908333,California,23
ci37643416,110,1.19,22,2.6,0.02251,33.1921667,-115.6471667,California,7
nc72670511,85,1.19,22,4.8,0.01104,36.2263333,-120.8058333,California,8
ci37645224,129,1.19,22,-0.97,0.06876,35.0593333,-118.3476667,California,16
nc72669295,119,1.19,22,6.44,0.09692,37.4775,-118.8428333,California,1
ci37646824,71,1.19,22,1.75,0.09446,33.7665,-115.9101667,California,16
nc72671400,80,1.19,22,1.22,0.005529,38.8073333,-122.8023333,California,17
nc72671560,123,1.19,22,4.89,0.02946,35.673,-121.1193333,California,2
ci37438135,35,1.19,22,9.78,0.08351,33.2633333,-116.2005,California,13
ci37439247,57,1.19,22,-1.05,0.08577,34.8626667,-118.7813333,California,15
nc72672850,87,1.19,22,0.08,0.005909,38.8246651,-122.8423309,California,3
ci37441327,77,1.19,22,-0.52,0.05145,33.7153333,-117.3401667,California,16
nc72673650,86,1.19,22,4.69,0.02018,37.6296667,-118.9398333,California,9
ci37445743,92,1.19,22,3.67,0.07451,33.8991667,-117.8533333,California,7
ci37445831,37,1.19,22,5.72,0.1031,33.272,-116.1085,California,9
nc72678101,59,1.19,22,1.1,0.01569,38.8291664,-122.8164978,California,0
uw61183287,172,1.19,22,2.96,0.05236,46.857,-121.5995,Washington,18
nc72684586,116,1.19,22,-0.46,0.007698,37.612,-118.9525,California,14
nc72667306,54,1.18,21,6.88,0.04253,35.5948333,-120.8835,California,1
uu60157142,112,1.18,21,9.38,0.08086,39.4895,-111.7125,Utah,0
nc72668541,129,1.18,21,1.44,0.0741,37.5318333,-118.887,California,22
ci37644160,31,1.18,21,8.62,0.04178,33.598,-116.8155,California,5
nc72668960,123,1.18,21,1.11,0.01892,37.603,-118.9361667,California,13
ci37645200,105,1.18,21,15.86,0.1765,34.5595,-118.8246667,California,15
nc72669470,136,1.18,21,1.31,0.01293,38.8358345,-122.8054962,California,10
ci37646016,135,1.18,21,-0.27,0.07432,33.1121667,-117.1556667,California,16
ci37646560,117,1.18,21,3.13,0.114,35.5581667,-118.4176667,California,10
nc71104669,289,1.18,21,2.29,0.1728,40.1545,-121.2973333,California,5
mb80164489,68,1.18,21,10.46,0.06,44.7468333,-111.7471667,Montana,19
ci37381229,85,1.18,21,1.4,0.09694,33.7683333,-115.9128333,California,21
ci37437055,59,1.18,21,11.96,0.09425,33.1743333,-116.4301667,California,10
nc72671730,124,1.18,21,4.57,0.2079,40.2913333,-121.1885,California,10
ci37438319,105,1.18,21,10.93,0.07817,32.8371667,-115.6138333,California,17
ci37439111,44,1.18,21,-1.01,0.07009,35.0608333,-118.3396667,California,14
nc72672240,175,1.18,21,2.19,0.02976,37.6748333,-118.8718333,California,19
nc72673150,45,1.18,21,3.41,0.004407,38.804,-122.7928333,California,11
ci37441087,165,1.18,21,-1.17,0.06426,37.1975,-117.5786667,California,12
nc72675451,93,1.18,21,0.64,0.009727,38.8306656,-122.7505035,California,14
ci37442767,160,1.18,21,7.63,0.0562,34.453,-119.2916667,California,19
ci37443039,57,1.18,21,14.37,0.05898,33.6521667,-116.719,California,0
ci37444647,25,1.18,21,14.93,0.04107,34.0656667,-117.2698333,California,2
nc72676621,106,1.18,21,4.9,0.04905,37.4826667,-118.783,California,11
nc72677121,108,1.18,21,2.41,0.005826,38.8190002,-122.8051682,California,5
ci37445943,95,1.18,21,9.81,0.03088,33.5543333,-116.4273333,California,12
ci37449487,46,1.18,21,-1.54,0.04903,34.3438333,-116.8865,California,11
nc72680051,67,1.18,21,8.2,0.002932,37.1125,-121.5151667,California,23
ci37665184,184,1.18,21,6.79,0.05705,33.3138333,-115.6831667,California,11
nc72680526,249,1.18,21,-0.26,0.02404,37.3521667,-122.0728333,California,13
mb80166239,111,1.18,21,5.91,0.212,45.7143333,-112.1236667,Montana,17
nc72680761,110,1.18,21,7.17,0.1853,37.5073333,-119.3523333,California,19
ci37666696,38,1.18,21,4.21,0.102,33.2711667,-116.1071667,California,21
ci37667608,76,1.18,21,4.17,0.02065,33.1638333,-115.6341667,California,16
ci37667696,75,1.18,21,4.81,0.01861,33.1676667,-115.635,California,17
nc72682541,106,1.18,21,1.85,0.009747,37.6269989,-118.8906631,California,20
hv61383721,102,1.18,21,3.472,0.02592,19.4301667,-155.618,Hawaii,16
nc72684106,58,1.18,21,3.22,0.004303,38.7963333,-122.7841667,California,18
ci37670224,71,1.18,21,11.83,0.03015,33.503,-116.5675,California,20
nc72684371,114,1.18,21,1.84,0.007757,38.8030014,-122.82267,California,4
ci37670416,42,1.18,21,11.14,0.006741,33.5731667,-116.6283333,California,4
nc72684901,98,1.18,21,1.9,0.00564,38.8106651,-122.8223343,California,7
nc72684936,213,1.18,21,-0.66,0.02442,37.5951653,-118.946167,California,10
ci37642912,112,1.17,21,3.74,0.007903,33.1885,-115.6295,California,15
nc72670266,129,1.17,21,11.21,0.03934,37.3816667,-118.5291667,California,0
ci37644792,82,1.17,21,1.22,0.09462,36.0835,-117.6015,California,0
nc72671045,49,1.17,21,1.34,0.01091,38.8218333,-122.7893333,California,19
ci37436759,46,1.17,21,15.8,0.05731,34.0175,-116.998,California,6
ci37437743,76,1.17,21,2.54,0.07947,35.9421667,-117.946,California,0
ci37437991,58,1.17,21,14.53,0.06739,33.123,-116.5346667,California,10
nc72671965,64,1.17,21,5.02,0.02788,37.6436667,-122.0463333,California,21
uw61192311,187,1.17,21,8.69,0.2384,47.5371667,-122.436,Washington,21
ci37440991,89,1.17,21,4.49,0.0179,33.2523333,-116.4071667,California,11
ci37441591,66,1.17,21,7.75,0.05553,33.5018333,-116.532,California,21
ci37441951,57,1.17,21,7.02,0.08654,33.2013333,-116.0291667,California,7
ci37442511,46,1.17,21,16.15,0.05117,34.036,-116.7461667,California,15
nc71015572,236,1.17,21,3.21,0.1612,40.4826667,-121.984,California,16
ci37381549,112,1.17,21,4.25,0.005694,35.9486667,-117.6573333,California,22
ci37381565,38,1.17,21,16.36,0.06629,33.6776667,-116.7828333,California,6
nc72677311,74,1.17,21,-0.19,0.007181,38.8003349,-122.7870026,California,16
hv61376391,99,1.17,21,3.215,0.04404,19.2891667,-155.3878333,Hawaii,5
ci37448943,117,1.17,21,-1.62,0.07273,34.8493333,-118.7838333,California,16
ci37449319,56,1.17,21,8.17,0.1137,33.1668333,-116.0008333,California,3
ci37449335,91,1.17,21,13.69,0.05811,34.8308333,-118.9485,California,3
uu60158812,100,1.17,21,10.29,0.1855,38.2165,-112.2635,Utah,9
nc72679576,94,1.17,21,2.41,0.01285,38.8133316,-122.8203354,California,12
ci37665856,41,1.17,21,3.55,0.1018,33.271,-116.1068333,California,22
ci37666328,79,1.17,21,15.26,0.02395,34.7735,-118.9403333,California,13
ci37669536,59,1.17,21,10.99,0.05266,34.6473333,-118.6735,California,11
nc72684581,90,1.17,21,3.37,0.01105,38.8101667,-122.8091667,California,14
nc72667021,52,1.16,21,1.42,0.006506,38.8293333,-122.8135,California,9
ci37641408,79,1.16,21,9.71,0.154,33.038,-116.3626667,California,1
ci37641768,64,1.16,21,1.68,0.07091,33.9486667,-116.324,California,13
ci37642048,38,1.16,21,7.82,0.03292,33.3796667,-116.8385,California,17
uw61173637,90,1.16,21,17.49,0.1561,46.4846667,-122.4196667,Washington,22
ci37644216,95,1.16,21,6.19,0.03745,34.3428333,-118.4885,California,7
nc72670201,82,1.16,21,8.47,0.05024,36.564,-121.0993333,California,17
ci37645152,133,1.16,21,7.15,0.04001,32.9188333,-115.5178333,California,14
nc72670155,100,1.16,21,9.05,0.02486,37.6663333,-122.5108333,California,1
ci37434935,43,1.16,21,10.94,0.03965,34.2221667,-117.456,California,1
ci37437607,71,1.16,21,8.09,0.1426,33.0348333,-116.4153333,California,20
ci37437775,95,1.16,21,10,0.1007,33.3508333,-116.348,California,0
ci37440247,101,1.16,21,10.67,0.0505,33.9515,-117.2333333,California,16
ci37440567,67,1.16,21,8.5,0.05638,33.4978333,-116.5348333,California,2
ci37440695,72,1.16,21,3.09,0.04736,34.798,-116.2918333,California,5
ci37440887,270,1.16,21,9.96,0.009936,37.2258333,-117.6546667,California,10
ci37440967,194,1.16,21,7.24,0.02274,37.236,-117.6176667,California,11
nc72673170,277,1.16,21,4.06,0.2812,37.6723333,-119.43,California,11
nc72675711,75,1.16,21,5.13,0.01923,37.6305,-118.9423333,California,21
nc72677416,107,1.16,21,-0.94,0.09183,37.5166667,-118.8988333,California,22
ci37447263,85,1.16,21,5.12,0.005792,33.033,-115.5848333,California,2
uu60158842,220,1.16,21,5.84,0.09694,37.6353333,-112.9725,Utah,16
ci37664520,70,1.16,21,2.85,0.1067,36.1426667,-117.983,California,18
nc72680651,151,1.16,21,11.1,0.03924,37.151,-121.5368333,California,15
uw60128408,77,1.16,21,18.94,0.1949,47.982,-121.8855,Washington,0
ci37669840,140,1.16,21,-0.49,0.02103,34.2238333,-118.6641667,California,15
mb80166559,292,1.16,21,6.03,0.324,43.259,-111.2718333,Wyoming,20
ci37671064,111,1.16,21,12.67,0.04251,33.4808333,-116.4283333,California,22
ci37671664,54,1.16,21,3.75,0.01151,35.9565,-117.6598333,California,12
ci37641680,81,1.15,20,1.77,0.07248,33.953,-116.3228333,California,11
nc72667666,110,1.15,20,5.72,0.02298,35.6818333,-121.1255,California,16
nc72667806,71,1.15,20,1.87,0.005896,38.8356667,-122.7734985,California,20
hv61357756,61,1.15,20,2.632,0.01584,19.3706667,-155.2831667,Hawaii,0
nc72669711,127,1.15,20,4.46,0.1006,37.4593333,-118.843,California,0
hv61361701,102,1.15,20,3.105,0.04585,19.2826667,-155.3878333,Hawaii,10
mb80164139,69,1.15,20,10.79,0.061,44.7456667,-111.7483333,Montana,23
nc72670035,70,1.15,20,0.77,0.01076,38.7783318,-122.7559967,California,0
nc72671385,59,1.15,20,8.72,0.03438,37.4266667,-121.769,California,16
nc72672110,63,1.15,20,4.78,0.06772,36.6915,-121.338,California,9
uw61191901,335,1.15,20,-0.93,0.3034,45.6398333,-122.3053333,Washington,18
nc72672500,86,1.15,20,4.27,0.03502,37.6156667,-122.44,California,13
nc72673295,74,1.15,20,0.42,0.001417,38.7820015,-122.7358322,California,16
ci37441407,64,1.15,20,-1.41,0.04888,34.3381667,-116.8853333,California,17
nc72673695,76,1.15,20,4.96,0.0186,37.6273333,-118.9401667,California,10
ci37443239,49,1.15,20,13.97,0.05038,33.6885,-116.7681667,California,7
nc72676686,69,1.15,20,1.8,0.00636,38.8230019,-122.8431702,California,13
nc72677126,125,1.15,20,5.24,0.04579,37.4855,-118.7791667,California,5
ci37447287,72,1.15,20,10.87,0.1597,33.3853333,-116.2871667,California,3
nc72678401,63,1.15,20,1.69,0.0125,38.8196678,-122.7618332,California,17
ci37448679,116,1.15,20,6.52,0.06194,35.3055,-118.4945,California,13
nc72679721,104,1.15,20,5.93,0.0349,37.5175,-118.422,California,14
nc72679906,69,1.15,20,5.86,0.02613,37.6363333,-118.9331667,California,20
ci37665936,44,1.15,20,15.71,0.07362,33.694,-116.8038333,California,5
ci37666712,57,1.15,20,3.93,0.03277,35.991,-117.9251667,California,22
nc72683641,102,1.15,20,4.89,0.03315,37.5653333,-118.857,California,2
ci37644088,154,1.14,20,9.44,0.05456,34.4993333,-120.4876667,California,1
ci37644184,50,1.14,20,8.18,0.01634,34.005,-118.3525,California,5
nc72670385,52,1.14,20,0.62,0.01439,38.7976685,-122.7334976,California,11
ci37435119,58,1.14,20,4.56,0.08171,34.9671667,-118.595,California,9
uw61191376,169,1.14,20,13.73,0.1694,41.9791667,-122.3108333,California,2
nc72672105,104,1.14,20,3.6,0.003509,38.8048333,-122.7973333,California,9
nc72672810,101,1.14,20,-0.42,0.07465,37.5353333,-118.8931667,California,2
nc72673735,41,1.14,20,5.91,0.02578,38.0013333,-122.2916667,California,11
nc72675471,96,1.14,20,2.73,0.01141,38.7861671,-122.7508316,California,14
ci37444447,80,1.14,20,12.59,0.1339,33.4111667,-116.3378333,California,21
ci37444863,131,1.14,20,12.21,0.1527,35.038,-118.9816667,California,10
nc72678116,94,1.14,20,3.9,0.06493,36.7021667,-121.3408333,California,1
uw61180242,169,1.14,20,-0.38,0.1381,48.5983333,-122.6636667,Washington,8
nc72681256,111,1.14,20,1.82,0.005514,38.8095016,-122.8221664,California,12
ci37666464,109,1.14,20,3.7,0.03031,35.9905,-117.9211667,California,17
ci37640624,56,1.13,20,2.7,0.04073,35.978,-117.8535,California,2
ci37641264,41,1.13,20,3.92,0.1495,35.3395,-118.006,California,23
nc72667296,116,1.13,20,7.23,0.05115,36.5923333,-121.1303333,California,1
nc72669791,110,1.13,20,4.36,0.01239,36.5835,-121.179,California,2
nc71104484,50,1.13,20,0.54,0.01418,38.8381667,-122.8173333,California,12
ci37644768,96,1.13,20,0.89,0.1457,36.1731667,-118.0213333,California,22
nc72669235,107,1.13,20,5.85,0.02001,35.683,-121.1291667,California,23
nc72669430,63,1.13,20,11.73,0.05921,37.7785,-122.1983333,California,8
ci37435143,46,1.13,20,7.47,0.08428,33.9538333,-116.8353333,California,10
nc72671190,184,1.13,20,5.54,0.2005,40.292,-121.1991667,California,3
uu60158047,65,1.13,20,4.7,0.09418,37.63,-112.9771667,Utah,1
ci37440223,58,1.13,20,3.52,0.00801,35.9528333,-117.6581667,California,16
